,content
336,Family and profiles or accounts as members. Also it was easier to get my Spotify playlists here than to another Spotify account. I hope the rest will be as good as this very promising start.
337,"Excellent, runs without it open."
338,"I love this app, have had it since it was introduced to me by Cricket. I've been able to add so many anime and A-Pop songs to my various playlists. Although, some songs disappear over time for one reason or another, I have no complaints. Now my song catcher will not work, and has not worked in weeks. My internet connection is strong, yet that is the error message I get. Please fix. This is my source for new anime and asian music and artists."
339,"It's a decent service even when free, the sponsored song gets very repetitive though as they only have one at a time but sometimes you don't even hear it. Annoyingly though they have got rid of the widget on the home lock screen so you have to physically go into your phone to skip a track which is not ideal"
340,Not available in Philippines sucks.. no free version ultra sucks
341,pretty goooood
342,My information has been found on the dark web source coming from deezer and you wont let me delete my account and if i get hacked because i cant delete this account and lose all connection to this dark web hack your gonna have a lawsuit a HUGE ONE YOU BET YOUR BUTT YOU WILL
343,"The app crashes more often than not and has problems when queing large amount of songs. Lots of other small tweaks that could make the experience smoother, but it gets the job done and more impirtantly you can play flac's through it."
344,"I love the high sound quality provided for tracks, as well as the functionality of creating and editing playlists. Phenomenal music app."
345,"Just incredible cubs, not free Estonia and many many countries.. Anyway, don't send those bastards a red penny too! USE TORRENT OR ANY FREE APP"
346,"It's one of the best music services, but having a lot of obscure artist mixed really start to annoy me, like for example camellia has a top song that isn't from he, this was a problem with Spotify but apparently they fixed it having a way for artist to block they're name."
347,"Love this app. I have been using it for quite a few months. Sound quality is amazing on premium. I migrated from Spotify premium deezer has way clearer audio. But recently, my playlist has been playing backwards. If I start at the top of my Playlist it only plays one song. If I start at the bottom, then it plays all the songs but backwards. As in oldest song first. Please fix this or allow a setting to be made for us to manually switch the direction of the playlist. Please fix."
348,"Absolutely trash, they keep playing random music during the playlist I created. Do not use on mobile they think they are smarter than you with they dogs1ht recommendation algorithm."
349,The best streaming system I 've I have used yet &I have been streaming music for 12 years just the best yet.
350,"Better than Tidal, YouTube Muisc, and Amazon Music, IMO. I love the UI and the quality of hifi. I don't run into any issues using this, and it seems to get better every update. The flow option is cool too it's catered to your taste so the more music you like the better."
351,Good app
352,I did have this sit but for some reason it was not uploading what I wanted to play so ended up taking off my phone
353,"This would be a great app if the ""Normalize Volume"" option wasn't broken"
354,Very good
355,Love the app
356,liked track list could be better
357,"randomly shuts off while playing music. free version sucks, plays suggested songs instead of songs in the actual playlist. ""for you"" playlists feel like random artists that dont belong together."
358,"Straight up Garbage, not much else to say"
359,It's very nice app. There are a lot of musician from around the world. It good listen to song while cycling or jogging. Some track has lyrics can read to know the words. One thing I don't like it is can't download the music.
360,"Absolutely love this app!! It's the best app I've found for music so far! And they make the best playlist, perfectly fit for you♥️ I'm in love with this app for real😍💯"
361,"Hope you like covers and belligerent devices. Will just make up songs ""ok playing 'something you definitely did not say' on deezer"" And even when it gets the song right it's 99% chance of being a terrible cover version."
362,"Fix bugs and optimize this app. It's almost a disaster! Spotify is smooth with close to zero bugs, but this app have 5-10 bugs and slower in certain moments. Code need to be optimized guys!"
363,very good
364,"The app is Broken, i go to play my favorites and the playback stops from an error saying only one instance of your account can be playing music at a time. But im only using my phone. And it changed my playlist to a completely different and Random artist song que for i have no idea why it just changes what im listening too like a ghost went and pulled a song from the internet randomly , i think im being hacked or something fishy is going on. Every time i use it this happenes. Song plays n stops👎"
365,Best sounding Hi-Fi music out of the Hi-Fi apps available in my opinion.
366,best app for music!!
367,Love Deezer
368,Ok
369,Thanks for deleting my review 🤣 as I said they don't always 100% stick to their offers I'd be careful much cheaper alternatives to music apps than this.
370,Can't login....pliiz help......
371,"Way To Many Ad's !!,, Great Application Deezer Is Great 👍🏻 ⭐ ✌🏻"
372,So you guys fixed the problem about olaying music offline But now poweramp equalizer is not working on deezer so please let users to use any equalizer on the app!!!
373,"Still bugged EQ Been using Deezer for many years now. Unfortunately the entire time they haven't had a working EQ. Works for one track only, the moment you change track the EQ settings are lost. Tested on too many devices to count as I'm a long time user. You'd think they'd have fixed it by now. Offering HQ audio yet won't let you tailor it to your audio device without having to do it for every single song!!! Check if the EQ works once you change track, it won't"
374,Sleep timer stopped working since last update. Unable to fix.
375,O meu flow não muda há dias
376,"I quit Spotify and went through a whole year of trying different streaming services (Tidal, Apple Music, Qobuz, YouTube Music, etc.). At the end, I chose Deezer. The interface was easy and intuitive. The artist recommendations were the best of all the services. Best of all, the artists get a larger share of the money than Spotify and some of the other services."
377,Why am I paying 11.99 for an app that glitches with every search and skips like I'm playing a CD in the 90s???
378,I canceled this program and uninstalled it but they still took money from my account.
379,Love it
380,Best flow and music app that recognises even the most eclectic tastes in music (such as my own).
381,It's just as good as spropfi
382,Unable to try app. The app does nothing when I select confirm on age verification. Have tried removing and installing App. The confirmation icon just spins for a moment when I input my age and select it.
383,The app has a couple of bugs but overall a great music experience.
384,Serenity in vibrations
385,Very high music quality 😘
386,"I used to use this App very much, Now since last update when I try to play a song it stop at the middle of if"
387,Deezermynuts
388,Help me with jams
389,love non stop tunes
390,M segmqm7 .
391,UPDATED: The customer service for this app is HORRIFIC. Been using this app since Cricket discontinued Muve Music almost 10 years ago. Been paying for it from the same bank for the same amount of time. I switched to a different debit card 2 days ago (same bank) & Deezer's payment processor won't accept the payment. They keep emailing me blaming my bank but I have confirmed REPEATEDLY that my bank NEVER RECEIVED A TRANSACTION FROM THEM to begin with! Deezer's in France & has no phone# to call.
392,love this app
393,It's not free
394,modeil
395,love it and has almost every song I can think of
396,"Hi, I'm on the family plan and the app just kidded all of us out and won't allow us to log back in. What seems to be the problem?"
397,"These days, I'm getting annoyed by the app it's full of bugs and stops for no reason sometimes. I keep updating by nothing changes. Please bring back the old deezer. What's up with the new update. Why are my albums and playlists not arranged in grid form."
398,app not opening up says API required
399,I really enjoy Deezer the sound quality is top notch this app is definitely a one of the best music apps around I will definitely recommend it to my friends
